"","year","TownName","Event","Type","County","Form of government","Population.x","Year","T21Date","FIPS","State","Premature death","Years of Potential Life Lost Rate","Quartile","% Fair/Poor","Quartile__1","Physically Unhealthy Days","Quartile__2","Mentally Unhealthy Days","Quartile__3","Unreliable","# Low Birthweight Births","# Live Births","% LBW","Quartile__4","% Smokers","Quartile__5","% Obese","Quartile__6","Food Environment Index","Quartile__7","% Physically Inactive","Quartile__8","% With Access","Quartile__9","% Excessive Drinking","Quartile__10","# Alcohol-Impaired Driving Deaths","# Driving Deaths","% Alcohol-Impaired","Quartile__11","# Chlamydia Cases","Chlamydia Rate","Quartile__12","Teen Births","Teen Population","Teen Birth Rate","Quartile__13","# Uninsured","% Uninsured","Quartile__14","# Primary Care Physicians","PCP Rate","PCP Ratio","Quartile__15","# Dentists","Dentist Rate","Dentist Ratio","Quartile__16","# Mental Health Providers","MHP Rate","MHP Ratio","Quartile__17","# Medicare Enrollees","Preventable Hosp. Rate","Quartile__18","# Diabetics","% Receiving HbA1c","Quartile__19","# Medicare Enrollees__1","% Mammography","Quartile__20","Cohort Size","Graduation Rate","Quartile__21","# Some College","Population.y","% Some College","Quartile__22","# Unemployed","Labor Force","% Unemployed","Quartile__23","% Children in Poverty","Quartile__24","% Children in Poverty - Black","% Children in Poverty - Hispanic","% Children in Poverty - White","80th Percentile Income","20th Percentile Income","Income Ratio","Quartile__25","# Single-Parent Households","# Households","% Single-Parent Households","Quartile__26","# Associations","Association Rate","Quartile__27","# Violent Crimes","Violent Crime Rate","Quartile__28","# Injury Deaths","Injury Death Rate","Quartile__29","Average Daily PM2.5","Quartile__30","Presence of violation","Quartile__31","# Households with Severe Problems","% Severe Housing Problems","Quartile__32","% Drive Alone","Quartile__33","% Drive Alone - Black","% Drive Alone - Hispanic","% Drive Alone - White","# Workers who Drive Alone","% Long Commute - Drives Alone","Quartile__34","T21year"
"21",2011,"Acton","0","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"22",2012,"Acton","0","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"23",2013,"Acton","0","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"24",2014,"Acton","0","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"25",2015,"Acton","1","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"26",2016,"Acton","0","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"27",2017,"Acton","0","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"28",2018,"Acton","0","Town","Middlesex","Open town meeting","21924.0",1735,2015-01-01,"25017","Massachusetts",11403,4120.7,1,10.851879904,1,2.7181453215,1,3.4476376243,1,NA,9222,124140,7.4287095215,3,11.843819748,1,22.6,3,8.8,1,19.8,3,96.575642761,1,19.020107134,1,55,228,24.122807018,2,3714,239.2,3,3216,343986,9.3492177007,1,41504,3.1822290785,1,2003,127.55403,"784:1",1,1460,92.10549,"1086:1",1,7470,471.25205,"212:1",3,132574,49.21,2,12976,91.199136868,1,11009,75.819783813,1,16676,90.87248141,1,351407,443590,79.218873284,1,34731,857671,4.0494548609,1,8.2,1,30.392103693,24.359461276,5.1496649015,164983,32382,5.0948984003,3,66117,320055,20.658011904,1,1478,9.412124319,3,3164,206.55078468,1,3287,42.338376757,1,9.6,4,"Yes",1,99845,17.181477148,1,68.853866055,1,62.472111691,58.570266874,77.912281626,562355,45.7,4,2015
"29",2005,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"30",2006,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"31",2007,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"32",2008,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"33",2009,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"34",2010,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"35",2011,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"36",2012,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"37",2013,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"38",2014,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"39",2015,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"40",2016,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"41",2017,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"42",2018,"Acushnet","0","Town","Bristol","Open town meeting","10303.0",1860,NA,"25005","Massachusetts",6139,6409.8,4,15.755457609,4,4.2965625531,4,4.5390659675,4,NA,3315,40907,8.1037475249,4,17.31210397,4,28.3,4,8,3,25.1,4,95.07154126,2,17.664877204,1,62,221,28.054298643,2,1352,244.6,3,2732,130193,20.984231103,4,19640,4.3037425468,4,297,53.59134,"1866:1",4,342,61.4255,"1628:1",4,2224,399.44537,"250:1",4,62218,63.22,4,8844,90.682948892,2,5605,76.37823372,1,6121,86.756003921,4,84288,138712,60.764749986,4,18144,288062,6.2986440419,4,17.3,4,30.551675978,48.675448755,11.282874004,115000,21220,5.4194156456,4,40236,116763,34.45954626,3,477,8.6070942666,4,2872,518.29928535,4,1681,60.823156943,4,8.2,2,"Yes",1,39010,18.57309496,3,82.101780609,4,72.487702038,61.425406204,85.176073086,215651,36.5,3,NA
"43",2005,"Adams","0","Town","Berkshire","Representative town meeting","8485.0",1778,2016-10-31,"25003","Massachusetts",1542,6440.9,4,12.64714634,2,3.358344603,2,4.1014791085,3,NA,615,7971,7.7154685736,4,14.481056801,2,23.7,3,7.9,4,19.3,3,78.98094026,4,19.061757971,2,16,54,29.62962963,4,100,77.2,1,608,31640,19.216182048,3,3928,4.0273961367,3,140,108.76743,"919:1",2,105,82.14163,"1217:1",2,906,708.7649,"141:1",1,22747,40.5,1,2255,91.130820399,1,1882,71.307120085,4,1366,87.837481698,3,16914,27199,62.186109783,4,3658,65608,5.5755395683,3,19.6,4,36.029411765,41.505911637,15.703617393,101023,20561,4.9133310637,2,8496,22826,37.220713222,3,147,11.420580352,2,383.33333333,317.17925593,2,419,64.800294462,4,7.9,1,"Yes",1,9720,17.576853526,2,77.599282394,3,57.198192382,59.080370943,80.031078674,47580,23.3,1,2016
"44",2006,"Adams","0","Town","Berkshire","Representative town meeting","8485.0",1778,2016-10-31,"25003","Massachusetts",1542,6440.9,4,12.64714634,2,3.358344603,2,4.1014791085,3,NA,615,7971,7.7154685736,4,14.481056801,2,23.7,3,7.9,4,19.3,3,78.98094026,4,19.061757971,2,16,54,29.62962963,4,100,77.2,1,608,31640,19.216182048,3,3928,4.0273961367,3,140,108.76743,"919:1",2,105,82.14163,"1217:1",2,906,708.7649,"141:1",1,22747,40.5,1,2255,91.130820399,1,1882,71.307120085,4,1366,87.837481698,3,16914,27199,62.186109783,4,3658,65608,5.5755395683,3,19.6,4,36.029411765,41.505911637,15.703617393,101023,20561,4.9133310637,2,8496,22826,37.220713222,3,147,11.420580352,2,383.33333333,317.17925593,2,419,64.800294462,4,7.9,1,"Yes",1,9720,17.576853526,2,77.599282394,3,57.198192382,59.080370943,80.031078674,47580,23.3,1,2016
"45",2007,"Adams","0","Town","Berkshire","Representative town meeting","8485.0",1778,2016-10-31,"25003","Massachusetts",1542,6440.9,4,12.64714634,2,3.358344603,2,4.1014791085,3,NA,615,7971,7.7154685736,4,14.481056801,2,23.7,3,7.9,4,19.3,3,78.98094026,4,19.061757971,2,16,54,29.62962963,4,100,77.2,1,608,31640,19.216182048,3,3928,4.0273961367,3,140,108.76743,"919:1",2,105,82.14163,"1217:1",2,906,708.7649,"141:1",1,22747,40.5,1,2255,91.130820399,1,1882,71.307120085,4,1366,87.837481698,3,16914,27199,62.186109783,4,3658,65608,5.5755395683,3,19.6,4,36.029411765,41.505911637,15.703617393,101023,20561,4.9133310637,2,8496,22826,37.220713222,3,147,11.420580352,2,383.33333333,317.17925593,2,419,64.800294462,4,7.9,1,"Yes",1,9720,17.576853526,2,77.599282394,3,57.198192382,59.080370943,80.031078674,47580,23.3,1,2016
"46",2008,"Adams","0","Town","Berkshire","Representative town meeting","8485.0",1778,2016-10-31,"25003","Massachusetts",1542,6440.9,4,12.64714634,2,3.358344603,2,4.1014791085,3,NA,615,7971,7.7154685736,4,14.481056801,2,23.7,3,7.9,4,19.3,3,78.98094026,4,19.061757971,2,16,54,29.62962963,4,100,77.2,1,608,31640,19.216182048,3,3928,4.0273961367,3,140,108.76743,"919:1",2,105,82.14163,"1217:1",2,906,708.7649,"141:1",1,22747,40.5,1,2255,91.130820399,1,1882,71.307120085,4,1366,87.837481698,3,16914,27199,62.186109783,4,3658,65608,5.5755395683,3,19.6,4,36.029411765,41.505911637,15.703617393,101023,20561,4.9133310637,2,8496,22826,37.220713222,3,147,11.420580352,2,383.33333333,317.17925593,2,419,64.800294462,4,7.9,1,"Yes",1,9720,17.576853526,2,77.599282394,3,57.198192382,59.080370943,80.031078674,47580,23.3,1,2016
"47",2009,"Adams","0","Town","Berkshire","Representative town meeting","8485.0",1778,2016-10-31,"25003","Massachusetts",1542,6440.9,4,12.64714634,2,3.358344603,2,4.1014791085,3,NA,615,7971,7.7154685736,4,14.481056801,2,23.7,3,7.9,4,19.3,3,78.98094026,4,19.061757971,2,16,54,29.62962963,4,100,77.2,1,608,31640,19.216182048,3,3928,4.0273961367,3,140,108.76743,"919:1",2,105,82.14163,"1217:1",2,906,708.7649,"141:1",1,22747,40.5,1,2255,91.130820399,1,1882,71.307120085,4,1366,87.837481698,3,16914,27199,62.186109783,4,3658,65608,5.5755395683,3,19.6,4,36.029411765,41.505911637,15.703617393,101023,20561,4.9133310637,2,8496,22826,37.220713222,3,147,11.420580352,2,383.33333333,317.17925593,2,419,64.800294462,4,7.9,1,"Yes",1,9720,17.576853526,2,77.599282394,3,57.198192382,59.080370943,80.031078674,47580,23.3,1,2016
"48",2010,"Adams","0","Town","Berkshire","Representative town meeting","8485.0",1778,2016-10-31,"25003","Massachusetts",1542,6440.9,4,12.64714634,2,3.358344603,2,4.1014791085,3,NA,615,7971,7.7154685736,4,14.481056801,2,23.7,3,7.9,4,19.3,3,78.98094026,4,19.061757971,2,16,54,29.62962963,4,100,77.2,1,608,31640,19.216182048,3,3928,4.0273961367,3,140,108.76743,"919:1",2,105,82.14163,"1217:1",2,906,708.7649,"141:1",1,22747,40.5,1,2255,91.130820399,1,1882,71.307120085,4,1366,87.837481698,3,16914,27199,62.186109783,4,3658,65608,5.5755395683,3,19.6,4,36.029411765,41.505911637,15.703617393,101023,20561,4.9133310637,2,8496,22826,37.220713222,3,147,11.420580352,2,383.33333333,317.17925593,2,419,64.800294462,4,7.9,1,"Yes",1,9720,17.576853526,2,77.599282394,3,57.198192382,59.080370943,80.031078674,47580,23.3,1,2016
