"","CityTown","Nearby T21 Ratio","year"
"4458","Middlefield",0.268,2017
"4459","Millbury",0.452,2017
"4460","Millville",0.445,2017
"4461","Monroe",0.299,2017
"4462","Monson",0.252,2017
"4463","Monterey",0.319,2017
"4464","Montgomery",0.234,2017
"4465","Mount Washington",0.29,2017
"4466","Nahant",0.529,2017
"4467","Nantucket",0.308,2017
"4468","New Ashford",0.322,2017
"4469","New Bedford",0.51,2017
"4470","New Braintree",0.351,2017
"4471","New Marlborough",0.322,2017
"4472","New Salem",0.262,2017
"4473","Newbury",0.593,2017
"4474","Newburyport",0.597,2017
"4475","North Brookfield",0.377,2017
"4476","Northbridge",0.439,2017
"4477","Northfield",0.218,2017
"4478","Norton",0.487,2017
"4479","Oak Bluffs",0.311,2017
"4480","Oakham",0.401,2017
"4481","Orange",0.242,2017
"4482","Otis",0.294,2017
"4483","Oxford",0.435,2017
"4484","Palmer",0.242,2017
"4485","Paxton",0.451,2017
"4486","Pelham",0.238,2017
"4487","Pembroke",0.553,2017
"4488","Pepperell",0.462,2017
"4489","Peru",0.278,2017
"4490","Petersham",0.317,2017
"4491","Phillipston",0.335,2017
"4492","Plainfield",0.256,2017
"4493","Plymouth",0.581,2017
"4494","Plympton",0.564,2017
"4495","Princeton",0.456,2017
"4496","Quincy",0.5,2017
"4497","Raynham",0.519,2017
"4498","Rehoboth",0.483,2017
"4499","Revere",0.51,2017
"4500","Richmond",0.337,2017
"4501","Rochester",0.542,2017
"4502","Rockland",0.517,2017
"4503","Rowe",0.269,2017
"4504","Rowley",0.59,2017
"4505","Royalston",0.269,2017
"4506","Russell",0.244,2017
"4507","Rutland",0.443,2017
"4508","Salisbury",0.607,2017
"4509","Sandisfield",0.312,2017
"4510","Sandwich",0.438,2017
"4511","Savoy",0.274,2017
"4512","Seekonk",0.471,2017
"4513","Sheffield",0.316,2017
"4514","Shirley",0.454,2017
"4515","Shrewsbury",0.449,2017
"4516","Shutesbury",0.229,2017
"4517","Somerset",0.534,2017
"4518","Southbridge",0.383,2017
"4519","Spencer",0.421,2017
"4520","Springfield",0.221,2017
"4521","Sterling",0.445,2017
"4522","Stow",0.438,2017
"4523","Sturbridge",0.374,2017
"4524","Sudbury",0.446,2017
"4525","Sutton",0.441,2017
"4526","Swansea",0.531,2017
"4527","Taunton",0.511,2017
"4528","Templeton",0.382,2017
"4529","Tisbury",0.328,2017
"4530","Tolland",0.288,2017
"4531","Truro",0.447,2017
"4532","Tyringham",0.305,2017
"4533","Upton",0.44,2017
"4534","Uxbridge",0.438,2017
"4535","Wales",0.289,2017
"4536","Ware",0.29,2017
"4537","Warren",0.316,2017
"4538","Warwick",0.247,2017
"4539","Washington",0.294,2017
"4540","Webster",0.415,2017
"4541","Wellfleet",0.444,2017
"4542","Wendell",0.23,2017
"4543","Wenham",0.571,2017
"4544","West Boylston",0.45,2017
"4545","West Bridgewater",0.52,2017
"4546","West Brookfield",0.355,2017
"4547","West Newbury",0.585,2017
"4548","West Springfield",0.223,2017
"4549","West Stockbridge",0.337,2017
"4550","West Tisbury",0.264,2017
"4551","Westborough",0.437,2017
"4552","Westhampton",0.233,2017
"4553","Westminster",0.439,2017
"4554","Westport",0.469,2017
"4555","Weymouth",0.51,2017
"4556","Wilbraham",0.24,2017
"4557","Williamsburg",0.228,2017
"4558","Winchendon",0.361,2017
"4559","Windsor",0.274,2017
"4560","Winthrop",0.51,2017
"4561","Woburn",0.485,2017
"4562","Worthington",0.252,2017
"4563","Wrentham",0.463,2017
"4564","Acton",0.445,2018
"4565","Adams",0.302,2018
"4566","Amherst",0.226,2018
"4567","Andover",0.53,2018
"4568","Arlington",0.471,2018
"4569","Ashland",0.436,2018
"4570","Attleboro",0.482,2018
"4571","Belchertown",0.243,2018
"4572","Belmont",0.465,2018
"4573","Blackstone",0.451,2018
"4574","Boston",0.49,2018
"4575","Braintree",0.495,2018
"4576","Brewster",0.38,2018
"4577","Bridgewater",0.526,2018
"4578","Brimfield",0.302,2018
"4579","Brockton",0.502,2018
"4580","Brookline",0.474,2018
"4581","Buckland",0.24,2018
"4582","Cambridge",0.483,2018
"4583","Canton",0.468,2018
"4584","Carver",0.547,2018
"4585","Charlemont",0.259,2018
"4586","Chelmsford",0.466,2018
"4587","Chelsea",0.503,2018
"4588","Cohasset",0.523,2018
"4589","Concord",0.452,2018
"4590","Danvers",0.56,2018
"4591","Dedham",0.455,2018
"4592","Deerfield",0.222,2018
"4593","Dover",0.441,2018
"4594","Duxbury",0.562,2018
"4595","Eastham",0.421,2018
"4596","Easton",0.495,2018
"4597","Egremont",0.316,2018
"4598","Essex",0.597,2018
"4599","Falmouth",0.385,2018
"4600","Foxborough",0.474,2018
"4601","Framingham",0.438,2018
"4602","Franklin",0.452,2018
"4603","Gill",0.214,2018
"4604","Gloucester",0.635,2018
"4605","Grafton",0.441,2018
"4606","Great Barrington",0.337,2018
"4607","Greenfield",0.221,2018
"4608","Hadley",0.219,2018
"4609","Hamilton",0.58,2018
"4610","Hanover",0.538,2018
"4611","Halifax",0.55,2018
"4612","Hatfield",0.225,2018
"4613","Holbrook",0.493,2018
"4614","Holyoke",0.221,2018
"4615","Hopedale",0.439,2018
"4616","Hudson",0.424,2018
"4617","Hull",0.51,2018
"4618","Kingston",0.56,2018
"4619","Lanesborough",0.312,2018
"4620","Lawrence",0.532,2018
"4621","Lee",0.309,2018
"4622","Lenox",0.315,2018
"4623","Leverett",0.22,2018
"4624","Lexington",0.462,2018
"4625","Lincoln",0.452,2018
"4626","Lowell",0.482,2018
"4627","Malden",0.495,2018
"4628","Mansfield",0.485,2018
"4629","Marblehead",0.557,2018
"4630","Marion",0.491,2018
"4631","Marlborough",0.427,2018
"4632","Marshfield",0.562,2018
"4633","Mashpee",0.385,2018
"4634","Maynard",0.438,2018
"4635","Medfield",0.447,2018
"4636","Medford",0.481,2018
"4637","Medway",0.448,2018
"4638","Melrose",0.497,2018
"4639","Mendon",0.441,2018
"4640","Methuen",0.524,2018
"4641","Middleton",0.545,2018
"4642","Millis",0.444,2018
"4643","Milford",0.438,2018
"4644","Milton",0.483,2018
"4645","Montague",0.217,2018
"4646","Natick",0.444,2018
"4647","Needham",0.444,2018
"4648","Newton",0.463,2018
"4649","Norfolk",0.455,2018
"4650","North Adams",0.315,2018
"4651","North Andover",0.538,2018
"4652","North Attleboro",0.465,2018
"4653","North Reading",0.522,2018
"4654","Northampton",0.221,2018
"4655","Northborough",0.436,2018
"4656","Norwell",0.533,2018
"4657","Norwood",0.455,2018
"4658","Orleans",0.381,2018
"4659","Peabody",0.544,2018
"4660","Pittsfield",0.312,2018
"4661","Plainville",0.466,2018
"4662","Provincetown",0.459,2018
"4663","Reading",0.503,2018
"4664","Randolph",0.49,2018
"4665","Rockport",0.621,2018
"4666","Salem",0.553,2018
"4667","Saugus",0.508,2018
"4668","Scituate",0.559,2018
"4669","Sharon",0.472,2018
"4670","Shelburne",0.226,2018
"4671","Sherborn",0.439,2018
"4672","Somerville",0.483,2018
"4673","South Hadley",0.219,2018
"4674","Southampton",0.23,2018
"4675","Southborough",0.429,2018
"4676","Southwick",0.234,2018
"4677","Stockbridge",0.33,2018
"4678","Stoneham",0.495,2018
"4679","Stoughton",0.488,2018
"4680","Sunderland",0.227,2018
"4681","Swampscott",0.538,2018
"4682","Tewksbury",0.497,2018
"4683","Topsfield",0.563,2018
"4684","Townsend",0.453,2018
"4685","Tyngsborough",0.474,2018
"4686","Wakefield",0.51,2018
"4687","Walpole",0.459,2018
"4688","Waltham",0.454,2018
"4689","Wareham",0.521,2018
"4690","Watertown",0.463,2018
"4691","Wayland",0.446,2018
"4692","Wellesley",0.451,2018
"4693","Westfield",0.238,2018
"4694","Westford",0.454,2018
"4695","Weston",0.446,2018
"4696","Westwood",0.448,2018
"4697","Whately",0.219,2018
"4698","Whitman",0.517,2018
"4699","Williamstown",0.321,2018
"4700","Wilmington",0.487,2018
"4701","Winchester",0.48,2018
"4702","Worcester",0.442,2018
"4703","Yarmouth",0.328,2018
"4704","Abington",0.517,2018
"4705","Acushnet",0.528,2018
"4706","Agawam",0.23,2018
"4707","Alford",0.35,2018
"4708","Amesbury",0.598,2018
"4709","Aquinnah",0.245,2018
"4710","Ashburnham",0.435,2018
"4711","Ashby",0.444,2018
"4712","Ashfield",0.242,2018
"4713","Athol",0.268,2018
"4714","Auburn",0.435,2018
"4715","Avon",0.493,2018
"4716","Ayer",0.454,2018
"4717","Barnstable",0.348,2018
"4718","Barre",0.358,2018
"4719","Becket",0.295,2018
"4720","Bedford",0.467,2018
"4721","Bellingham",0.459,2018
"4722","Berkley",0.53,2018
"4723","Berlin",0.444,2018
"4724","Bernardston",0.223,2018
"4725","Beverly",0.576,2018
"4726","Billerica",0.478,2018
"4727","Blandford",0.267,2018
"4728","Bolton",0.443,2018
"4729","Bourne",0.485,2018
"4730","Boxborough",0.443,2018
"4731","Boxford",0.571,2018
"4732","Boylston",0.457,2018
"4733","Brookfield",0.373,2018
"4734","Burlington",0.485,2018
"4735","Carlisle",0.462,2018
"4736","Charlton",0.417,2018
"4737","Chatham",0.382,2018
"4738","Cheshire",0.319,2018
"4739","Chester",0.272,2018
"4740","Chesterfield",0.246,2018
"4741","Chicopee",0.232,2018
"4742","Chilmark",0.245,2018
"4743","Clarksburg",0.326,2018
"4744","Clinton",0.457,2018
"4745","Colrain",0.24,2018
"4746","Conway",0.237,2018
"4747","Cummington",0.258,2018
"4748","Dalton",0.309,2018
"4749","Dartmouth",0.495,2018
"4750","Dennis",0.356,2018
"4751","Dighton",0.512,2018
"4752","Douglas",0.413,2018
"4753","Dracut",0.495,2018
"4754","Dudley",0.407,2018
"4755","Dunstable",0.456,2018
"4756","East Bridgewater",0.525,2018
"4757","East Brookfield",0.4,2018
"4758","East Longmeadow",0.229,2018
"4759","Easthampton",0.227,2018
"4760","Edgartown",0.294,2018
"4761","Erving",0.248,2018
"4762","Everett",0.498,2018
"4763","Fairhaven",0.505,2018
"4764","Fall River",0.515,2018
"4765","Fitchburg",0.455,2018
"4766","Florida",0.291,2018
"4767","Freetown",0.543,2018
"4768","Gardner",0.412,2018
"4769","Georgetown",0.574,2018
"4770","Goshen",0.242,2018
"4771","Gosnold",0.362,2018
"4772","Granby",0.229,2018
"4773","Granville",0.272,2018
"4774","Groton",0.457,2018
"4775","Groveland",0.571,2018
"4776","Hampden",0.241,2018
"4777","Hancock",0.341,2018
"4778","Hanson",0.546,2018
"4779","Hardwick",0.307,2018
"4780","Harvard",0.45,2018
"4781","Harwich",0.357,2018
"4782","Haverhill",0.561,2018
"4783","Hawley",0.272,2018
"4784","Heath",0.267,2018
"4785","Hingham",0.515,2018
"4786","Hinsdale",0.3,2018
"4787","Holden",0.447,2018
"4788","Holland",0.331,2018
"4789","Holliston",0.445,2018
"4790","Hopkinton",0.432,2018
"4791","Hubbardston",0.426,2018
"4792","Huntington",0.254,2018
"4793","Ipswich",0.596,2018
"4794","Lakeville",0.551,2018
"4795","Lancaster",0.452,2018
"4796","Leicester",0.435,2018
"4797","Leominster",0.459,2018
"4798","Leyden",0.238,2018
"4799","Littleton",0.447,2018
"4800","Longmeadow",0.231,2018
"4801","Ludlow",0.248,2018
"4802","Lunenburg",0.458,2018
"4803","Lynn",0.529,2018
"4804","Lynnfield",0.521,2018
"4805","Manchester-by-the-Sea",0.599,2018
"4806","Mattapoisett",0.5,2018
"4807","Merrimac",0.585,2018
"4808","Middleborough",0.551,2018
"4809","Middlefield",0.277,2018
"4810","Millbury",0.452,2018
"4811","Millville",0.445,2018
"4812","Monroe",0.309,2018
"4813","Monson",0.252,2018
"4814","Monterey",0.33,2018
"4815","Montgomery",0.242,2018
"4816","Mount Washington",0.304,2018
"4817","Nahant",0.529,2018
"4818","Nantucket",0.308,2018
"4819","New Ashford",0.333,2018
"4820","New Bedford",0.51,2018
"4821","New Braintree",0.351,2018
"4822","New Marlborough",0.333,2018
"4823","New Salem",0.268,2018
"4824","Newbury",0.593,2018
"4825","Newburyport",0.597,2018
"4826","North Brookfield",0.377,2018
"4827","Northbridge",0.439,2018
"4828","Northfield",0.225,2018
"4829","Norton",0.487,2018
"4830","Oak Bluffs",0.311,2018
"4831","Oakham",0.401,2018
"4832","Orange",0.248,2018
"4833","Otis",0.304,2018
"4834","Oxford",0.435,2018
"4835","Palmer",0.242,2018
"4836","Paxton",0.451,2018
"4837","Pelham",0.244,2018
"4838","Pembroke",0.553,2018
"4839","Pepperell",0.462,2018
"4840","Peru",0.287,2018
"4841","Petersham",0.317,2018
"4842","Phillipston",0.335,2018
"4843","Plainfield",0.265,2018
"4844","Plymouth",0.581,2018
"4845","Plympton",0.564,2018
"4846","Princeton",0.456,2018
"4847","Quincy",0.5,2018
"4848","Raynham",0.519,2018
"4849","Rehoboth",0.483,2018
"4850","Revere",0.51,2018
"4851","Richmond",0.349,2018
"4852","Rochester",0.542,2018
"4853","Rockland",0.517,2018
"4854","Rowe",0.278,2018
"4855","Rowley",0.59,2018
"4856","Royalston",0.269,2018
"4857","Russell",0.252,2018
"4858","Rutland",0.443,2018
"4859","Salisbury",0.607,2018
"4860","Sandisfield",0.323,2018
"4861","Sandwich",0.438,2018
"4862","Savoy",0.283,2018
"4863","Seekonk",0.471,2018
"4864","Sheffield",0.329,2018
"4865","Shirley",0.454,2018
"4866","Shrewsbury",0.449,2018
"4867","Shutesbury",0.235,2018
"4868","Somerset",0.534,2018
"4869","Southbridge",0.383,2018
"4870","Spencer",0.421,2018
"4871","Springfield",0.229,2018
"4872","Sterling",0.445,2018
"4873","Stow",0.438,2018
"4874","Sturbridge",0.374,2018
"4875","Sudbury",0.446,2018
"4876","Sutton",0.441,2018
"4877","Swansea",0.531,2018
"4878","Taunton",0.511,2018
"4879","Templeton",0.382,2018
"4880","Tisbury",0.328,2018
"4881","Tolland",0.298,2018
"4882","Truro",0.447,2018
"4883","Tyringham",0.316,2018
"4884","Upton",0.44,2018
"4885","Uxbridge",0.438,2018
"4886","Wales",0.289,2018
"4887","Ware",0.29,2018
"4888","Warren",0.316,2018
"4889","Warwick",0.253,2018
"4890","Washington",0.304,2018
"4891","Webster",0.415,2018
"4892","Wellfleet",0.444,2018
"4893","Wendell",0.236,2018
"4894","Wenham",0.571,2018
"4895","West Boylston",0.45,2018
"4896","West Bridgewater",0.52,2018
"4897","West Brookfield",0.355,2018
"4898","West Newbury",0.585,2018
"4899","West Springfield",0.23,2018
"4900","West Stockbridge",0.349,2018
"4901","West Tisbury",0.264,2018
"4902","Westborough",0.437,2018
"4903","Westhampton",0.241,2018
"4904","Westminster",0.439,2018
"4905","Westport",0.469,2018
"4906","Weymouth",0.51,2018
"4907","Wilbraham",0.247,2018
"4908","Williamsburg",0.235,2018
"4909","Winchendon",0.361,2018
"4910","Windsor",0.283,2018
"4911","Winthrop",0.51,2018
"4912","Woburn",0.485,2018
"4913","Worthington",0.261,2018
"4914","Wrentham",0.463,2018
