"","Name","Type","County","Form of government","Population","FormYear","T21Date","Year","FIPS","State","Smoking rank","Diet and Exercise Rank","Alcohol useRank","Unsafe Sex Rank","Access to Care Rank","Quality of care Rank","Education Rank","Employment Rank","Income Rank","Family and social support Rank","Community Rank","Air Quality Rank","Built Enviornment Rank","Mortality Rank","Morbidity Rank","Health Behaviors Rank","Clinical Care Rank","Social Economic factors Rank","Physical Enviornment Rank","T21year","MAYOR","LENGTH OF TERM","NEXT ELECTION","mayor_ind"
"2320","Sutton","Town","Worcester","Open town meeting","8963.0",1714,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"2321","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2011,"25009","Massachusetts",6,10,4,11,7,9,7,11,9,8,6,8,7,7,9,7,11,9,7,2016,NA,NA,NA,0
"2322","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2010,"25009","Massachusetts",6,11,5,11,12,3,6,9,12,7,5,11,4,6,8,8,7,10,7,2016,NA,NA,NA,0
"2323","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2012,"25009","Massachusetts",6,9,6,12,9,7,9,9,8,8,5,8,10,7,9,7,7,8,11,2016,NA,NA,NA,0
"2324","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2013,"25009","Massachusetts",6,9,5,12,10,8,9,9,11,8,5,2,11,5,8,7,8,9,7,2016,NA,NA,NA,0
"2325","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2014,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,8,9,7,2016,NA,NA,NA,0
"2326","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2015,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,9,9,6,2016,NA,NA,NA,0
"2327","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2016,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,10,8,9,2016,NA,NA,NA,0
"2328","Swampscott","Town","Essex","Representative town meeting","13787.0",1852,2016-06-01,2017,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,10,9,14,2016,NA,NA,NA,0
"2329","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,NA,NA,NA,NA,0
"2330","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,NA,NA,NA,NA,0
"2331","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,NA,NA,NA,NA,0
"2332","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,NA,NA,NA,NA,0
"2333","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,NA,NA,NA,NA,0
"2334","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,NA,NA,NA,NA,0
"2335","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,NA,NA,NA,NA,0
"2336","Swansea","Town","Bristol","Open town meeting","15865.0",1667,NA,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,NA,NA,NA,NA,0
"2337","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2338","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2339","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2340","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2341","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2342","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2343","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2344","Taunton","City","Bristol","Mayor-council","55874.0",1639,NA,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,NA,"Thomas Hoye Jr.","2 years","Nov. 7, 2017",1
"2345","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"2346","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"2347","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"2348","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"2349","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"2350","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"2351","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"2352","Templeton","Town","Worcester","Open town meeting","8013.0",1762,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"2353","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2016,NA,NA,NA,0
"2354","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2016,NA,NA,NA,0
"2355","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2016,NA,NA,NA,0
"2356","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2016,NA,NA,NA,0
"2357","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2016,NA,NA,NA,0
"2358","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2016,NA,NA,NA,0
"2359","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2016,NA,NA,NA,0
"2360","Tewksbury","Town","Middlesex","Open town meeting","28961.0",1734,2016-06-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2016,NA,NA,NA,0
"2361","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2011,"25007","Massachusetts",5,1,14,3,13,2,10,1,7,10,1,4,1,5,2,4,5,5,1,NA,NA,NA,NA,0
"2362","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2010,"25007","Massachusetts",1,1,14,4,13,7,12,2,6,9,10,6,10,5,1,2,13,6,9,NA,NA,NA,NA,0
"2363","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2012,"25007","Massachusetts",5,2,14,3,11,11,6,4,6,9,1,4,1,3,1,5,11,4,1,NA,NA,NA,NA,0
"2364","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2013,"25007","Massachusetts",5,2,14,2,13,5,3,7,6,9,2,10,1,1,2,5,13,5,1,NA,NA,NA,NA,0
"2365","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2014,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,13,5,2,NA,NA,NA,NA,0
"2366","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2015,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,10,5,3,NA,NA,NA,NA,0
"2367","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2016,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,13,5,2,NA,NA,NA,NA,0
"2368","Tisbury","Town","Dukes","Open town meeting","3949.0",1671,NA,2017,"25007","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,13,7,2,NA,NA,NA,NA,0
"2369","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2011,"25013","Massachusetts",12,13,8,14,8,7,14,13,14,13,13,14,10,14,13,14,9,14,14,NA,NA,NA,NA,0
"2370","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2010,"25013","Massachusetts",12,13,8,14,11,8,14,13,13,13,13,12,7,14,14,13,9,14,11,NA,NA,NA,NA,0
"2371","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2012,"25013","Massachusetts",10,13,7,14,12,9,14,13,13,13,13,14,12,14,14,13,12,14,14,NA,NA,NA,NA,0
"2372","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2013,"25013","Massachusetts",10,13,7,14,11,11,14,13,13,13,13,5,14,14,13,13,12,13,11,NA,NA,NA,NA,0
"2373","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2014,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,9,14,11,NA,NA,NA,NA,0
"2374","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2015,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,13,14,11,14,10,NA,NA,NA,NA,0
"2375","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2016,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,12,14,13,NA,NA,NA,NA,0
"2376","Tolland","Town","Hampden","Open town meeting","485.0",1810,NA,2017,"25013","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14,11,14,13,NA,NA,NA,NA,0
"2377","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2011,"25009","Massachusetts",6,10,4,11,7,9,7,11,9,8,6,8,7,7,9,7,11,9,7,2016,NA,NA,NA,0
"2378","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2010,"25009","Massachusetts",6,11,5,11,12,3,6,9,12,7,5,11,4,6,8,8,7,10,7,2016,NA,NA,NA,0
"2379","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2012,"25009","Massachusetts",6,9,6,12,9,7,9,9,8,8,5,8,10,7,9,7,7,8,11,2016,NA,NA,NA,0
"2380","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2013,"25009","Massachusetts",6,9,5,12,10,8,9,9,11,8,5,2,11,5,8,7,8,9,7,2016,NA,NA,NA,0
"2381","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2014,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,8,9,7,2016,NA,NA,NA,0
"2382","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2015,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,7,9,9,6,2016,NA,NA,NA,0
"2383","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2016,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,9,10,8,9,2016,NA,NA,NA,0
"2384","Topsfield","Town","Essex","Open town meeting","6085.0",1650,2016-09-23,2017,"25009","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,9,10,9,14,2016,NA,NA,NA,0
"2385","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2016,NA,NA,NA,0
"2386","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2016,NA,NA,NA,0
"2387","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2016,NA,NA,NA,0
"2388","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2016,NA,NA,NA,0
"2389","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2016,NA,NA,NA,0
"2390","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2016,NA,NA,NA,0
"2391","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2016,NA,NA,NA,0
"2392","Townsend","Town","Middlesex","Open town meeting","8926.0",1732,2016-09-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2016,NA,NA,NA,0
"2393","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2011,"25001","Massachusetts",4,2,11,5,9,4,5,9,7,2,11,11,9,11,3,5,3,6,9,NA,NA,NA,NA,0
"2394","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2010,"25001","Massachusetts",5,3,7,5,8,1,5,11,5,1,9,10,12,8,3,4,2,5,14,NA,NA,NA,NA,0
"2395","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2012,"25001","Massachusetts",4,1,10,5,8,1,5,11,9,2,11,11,5,10,3,4,3,7,8,NA,NA,NA,NA,0
"2396","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2013,"25001","Massachusetts",4,1,9,5,9,1,6,12,7,3,10,12,7,10,6,4,2,8,13,NA,NA,NA,NA,0
"2397","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2014,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,4,4,10,3,NA,NA,NA,NA,0
"2398","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2015,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,4,4,8,7,NA,NA,NA,NA,0
"2399","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2016,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,4,10,4,NA,NA,NA,NA,0
"2400","Truro","Town","Barnstable","Open town meeting","2003.0",1709,NA,2017,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,3,4,10,7,NA,NA,NA,NA,0
"2401","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2016,NA,NA,NA,0
"2402","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2016,NA,NA,NA,0
"2403","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2016,NA,NA,NA,0
"2404","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2016,NA,NA,NA,0
"2405","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2016,NA,NA,NA,0
"2406","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2016,NA,NA,NA,0
"2407","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2016,NA,NA,NA,0
"2408","Tyngsborough","Town","Middlesex","Open town meeting","11292.0",1809,2016-11-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2016,NA,NA,NA,0
"2409","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,NA,NA,NA,NA,0
"2410","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,NA,NA,NA,NA,0
"2411","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,NA,NA,NA,NA,0
"2412","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,NA,NA,NA,NA,0
"2413","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,NA,NA,NA,NA,0
"2414","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,NA,NA,NA,NA,0
"2415","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,NA,NA,NA,NA,0
"2416","Tyringham","Town","Berkshire","Open town meeting","327.0",1762,NA,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,NA,NA,NA,NA,0
"2417","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"2418","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"2419","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"2420","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"2421","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"2422","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"2423","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"2424","Upton","Town","Worcester","Open town meeting","7542.0",1735,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"2425","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"2426","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"2427","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"2428","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"2429","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"2430","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"2431","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"2432","Uxbridge","Town","Worcester","Open town meeting","13457.0",1727,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"2433","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2014,NA,NA,NA,0
"2434","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2014,NA,NA,NA,0
"2435","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2014,NA,NA,NA,0
"2436","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2014,NA,NA,NA,0
"2437","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2014,NA,NA,NA,0
"2438","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2014,NA,NA,NA,0
"2439","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2014,NA,NA,NA,0
"2440","Wakefield","Town","Middlesex","Open town meeting","24932.0",1812,2014-07-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2014,NA,NA,NA,0
"2441","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2011,"25013","Massachusetts",12,13,8,14,8,7,14,13,14,13,13,14,10,14,13,14,9,14,14,NA,NA,NA,NA,0
"2442","Wales","Town","Hampden","Open town meeting","1838.0",1775,NA,2010,"25013","Massachusetts",12,13,8,14,11,8,14,13,13,13,13,12,7,14,14,13,9,14,11,NA,NA,NA,NA,0
