"","Name","Type","County","Form of government","Population","FormYear","T21Date","Year","FIPS","State","Smoking rank","Diet and Exercise Rank","Alcohol useRank","Unsafe Sex Rank","Access to Care Rank","Quality of care Rank","Education Rank","Employment Rank","Income Rank","Family and social support Rank","Community Rank","Air Quality Rank","Built Enviornment Rank","Mortality Rank","Morbidity Rank","Health Behaviors Rank","Clinical Care Rank","Social Economic factors Rank","Physical Enviornment Rank","T21year","MAYOR","LENGTH OF TERM","NEXT ELECTION","mayor_ind"
"114","Ashland","Town","Middlesex","Open town meeting","16593.0",1846,2015-01-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2015,NA,NA,NA,0
"115","Ashland","Town","Middlesex","Open town meeting","16593.0",1846,2015-01-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2015,NA,NA,NA,0
"116","Ashland","Town","Middlesex","Open town meeting","16593.0",1846,2015-01-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2015,NA,NA,NA,0
"117","Ashland","Town","Middlesex","Open town meeting","16593.0",1846,2015-01-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2015,NA,NA,NA,0
"118","Ashland","Town","Middlesex","Open town meeting","16593.0",1846,2015-01-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2015,NA,NA,NA,0
"119","Ashland","Town","Middlesex","Open town meeting","16593.0",1846,2015-01-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2015,NA,NA,NA,0
"120","Ashland","Town","Middlesex","Open town meeting","16593.0",1846,2015-01-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2015,NA,NA,NA,0
"121","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"122","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"123","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"124","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"125","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"126","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"127","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"128","Athol","Town","Worcester","Open town meeting","11584.0",1762,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"129","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"130","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"131","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"132","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"133","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"134","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"135","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"136","Attleboro","City","Bristol","Mayor-council","43593.0",1694,2016-01-01,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,2016,"Kevin Dumas","2 years","Nov. 7, 2017",1
"137","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"138","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"139","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"140","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"141","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"142","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"143","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"144","Auburn","Town","Worcester","Representative town meeting","16188.0",1778,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"145","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,NA,NA,NA,NA,0
"146","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,NA,NA,NA,NA,0
"147","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,NA,NA,NA,NA,0
"148","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,NA,NA,NA,NA,0
"149","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,NA,NA,NA,NA,0
"150","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,NA,NA,NA,NA,0
"151","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,NA,NA,NA,NA,0
"152","Avon","Town","Norfolk","Open town meeting","4356.0",1888,NA,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,NA,NA,NA,NA,0
"153","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,NA,NA,NA,NA,0
"154","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,NA,NA,NA,NA,0
"155","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,NA,NA,NA,NA,0
"156","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,NA,NA,NA,NA,0
"157","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,NA,NA,NA,NA,0
"158","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,NA,NA,NA,NA,0
"159","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,NA,NA,NA,NA,0
"160","Ayer","Town","Middlesex","Open town meeting","7427.0",1871,NA,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,NA,NA,NA,NA,0
"161","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2011,"25001","Massachusetts",4,2,11,5,9,4,5,9,7,2,11,11,9,11,3,5,3,6,9,NA,NA,NA,NA,0
"162","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2010,"25001","Massachusetts",5,3,7,5,8,1,5,11,5,1,9,10,12,8,3,4,2,5,14,NA,NA,NA,NA,0
"163","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2012,"25001","Massachusetts",4,1,10,5,8,1,5,11,9,2,11,11,5,10,3,4,3,7,8,NA,NA,NA,NA,0
"164","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2013,"25001","Massachusetts",4,1,9,5,9,1,6,12,7,3,10,12,7,10,6,4,2,8,13,NA,NA,NA,NA,0
"165","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2014,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,4,4,10,3,NA,NA,NA,NA,0
"166","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2015,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,4,4,8,7,NA,NA,NA,NA,0
"167","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2016,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,4,10,4,NA,NA,NA,NA,0
"168","Barnstable","City","Barnstable","Council-manager","45193.0",1638,NA,2017,"25001","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,5,3,4,10,7,NA,NA,NA,NA,0
"169","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"170","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"171","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"172","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"173","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"174","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"175","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"176","Barre","Town","Worcester","Open town meeting","5398.0",1774,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"177","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2011,"25003","Massachusetts",9,9,13,10,4,1,9,7,10,11,7,6,13,9,11,11,1,11,13,NA,NA,NA,NA,0
"178","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2010,"25003","Massachusetts",10,10,10,10,5,2,8,7,11,11,8,8,13,10,11,11,1,11,12,NA,NA,NA,NA,0
"179","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2012,"25003","Massachusetts",11,11,13,10,5,2,10,8,12,11,7,6,11,11,11,11,2,11,7,NA,NA,NA,NA,0
"180","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2013,"25003","Massachusetts",9,11,13,11,6,3,10,7,12,11,7,6,6,11,11,11,4,11,6,NA,NA,NA,NA,0
"181","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2014,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,2,11,12,NA,NA,NA,NA,0
"182","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2015,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,3,10,13,NA,NA,NA,NA,0
"183","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2016,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,7,3,11,14,NA,NA,NA,NA,0
"184","Becket","Town","Berkshire","Open town meeting","1779.0",1765,NA,2017,"25003","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,8,5,11,4,NA,NA,NA,NA,0
"185","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,NA,NA,NA,NA,0
"186","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,NA,NA,NA,NA,0
"187","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,NA,NA,NA,NA,0
"188","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,NA,NA,NA,NA,0
"189","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,NA,NA,NA,NA,0
"190","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,NA,NA,NA,NA,0
"191","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,NA,NA,NA,NA,0
"192","Bedford","Town","Middlesex","Open town meeting","13320.0",1729,NA,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,NA,NA,NA,NA,0
"193","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2011,"25015","Massachusetts",3,5,6,2,3,5,4,1,5,5,4,7,11,4,6,3,2,4,10,2017,NA,NA,NA,0
"194","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2010,"25015","Massachusetts",4,7,3,2,3,5,3,3,8,5,3,9,8,2,6,5,3,4,8,2017,NA,NA,NA,0
"195","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2012,"25015","Massachusetts",3,4,5,2,2,4,3,1,5,5,3,7,8,5,4,2,1,3,10,2017,NA,NA,NA,0
"196","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2013,"25015","Massachusetts",2,4,3,3,3,2,4,1,5,5,3,1,8,4,3,2,1,3,4,2017,NA,NA,NA,0
"197","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2014,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,3,1,3,9,2017,NA,NA,NA,0
"198","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2015,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,2,4,14,2017,NA,NA,NA,0
"199","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2016,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,2,3,10,2017,NA,NA,NA,0
"200","Belchertown","Town","Hampshire","Open town meeting","14649.0",1761,2017-01-01,2017,"25015","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,2,3,6,2017,NA,NA,NA,0
"201","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2011,"25021","Massachusetts",2,3,3,1,2,11,1,5,1,3,2,10,4,3,4,1,7,1,5,NA,NA,NA,NA,0
"202","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2010,"25021","Massachusetts",3,1,4,1,1,10,1,5,3,2,1,13,2,4,4,1,4,3,6,NA,NA,NA,NA,0
"203","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2012,"25021","Massachusetts",2,3,4,1,1,8,1,3,1,1,2,10,3,2,5,1,4,1,5,NA,NA,NA,NA,0
"204","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2013,"25021","Massachusetts",2,3,4,1,1,9,1,3,1,1,1,11,4,3,5,1,3,1,9,NA,NA,NA,NA,0
"205","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2014,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,3,1,5,NA,NA,NA,NA,0
"206","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2015,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,1,1,2,NA,NA,NA,NA,0
"207","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2016,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,5,NA,NA,NA,NA,0
"208","Bellingham","Town","Norfolk","Open town meeting","16332.0",1719,NA,2017,"25021","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,1,9,NA,NA,NA,NA,0
"209","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2011,"25017","Massachusetts",1,7,2,4,6,8,2,4,3,4,3,5,5,2,5,2,6,3,4,2015,NA,NA,NA,0
"210","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2010,"25017","Massachusetts",2,6,2,3,6,9,2,3,4,3,2,7,3,3,5,3,6,2,3,2015,NA,NA,NA,0
"211","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2012,"25017","Massachusetts",1,8,2,4,3,6,2,2,2,3,4,5,4,1,6,3,5,2,4,2015,NA,NA,NA,0
"212","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2013,"25017","Massachusetts",1,8,1,4,2,7,2,1,2,2,4,4,5,2,4,3,5,2,2,2015,NA,NA,NA,0
"213","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2014,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,5,2,6,2015,NA,NA,NA,0
"214","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2015,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,5,2,4,2015,NA,NA,NA,0
"215","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2016,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,3,5,2,6,2015,NA,NA,NA,0
"216","Belmont","Town","Middlesex","Representative town meeting","24729.0",1859,2015-01-01,2017,"25017","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,3,2,10,2015,NA,NA,NA,0
"217","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2011,"25005","Massachusetts",14,14,10,12,12,10,13,14,11,12,12,12,6,12,12,13,12,12,8,NA,NA,NA,NA,0
"218","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2010,"25005","Massachusetts",14,14,12,12,10,11,13,14,10,12,12,4,1,12,12,14,12,12,1,NA,NA,NA,NA,0
"219","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2012,"25005","Massachusetts",14,14,11,11,13,10,12,14,11,12,12,12,7,13,12,14,14,12,12,NA,NA,NA,NA,0
"220","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2013,"25005","Massachusetts",14,14,11,10,12,10,12,14,9,12,12,9,10,12,12,14,11,12,12,NA,NA,NA,NA,0
"221","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2014,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,13,12,12,4,NA,NA,NA,NA,0
"222","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2015,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,12,13,13,12,5,NA,NA,NA,NA,0
"223","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2016,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,11,12,7,NA,NA,NA,NA,0
"224","Berkley","Town","Bristol","Open town meeting","6411.0",1735,NA,2017,"25005","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,13,13,12,12,8,NA,NA,NA,NA,0
"225","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2011,"25027","Massachusetts",11,12,9,9,5,13,6,12,6,7,9,8,12,10,10,12,10,8,12,NA,NA,NA,NA,0
"226","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2010,"25027","Massachusetts",13,12,11,9,4,14,7,11,9,8,6,5,9,9,9,12,10,9,5,NA,NA,NA,NA,0
"227","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2012,"25027","Massachusetts",12,12,9,9,4,14,8,12,7,7,9,8,13,9,8,12,10,10,13,NA,NA,NA,NA,0
"228","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2013,"25027","Massachusetts",12,12,10,8,5,14,8,11,8,7,9,7,13,8,9,12,9,10,10,NA,NA,NA,NA,0
"229","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2014,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,12,11,8,10,NA,NA,NA,NA,0
"230","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2015,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,12,12,11,11,NA,NA,NA,NA,0
"231","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2016,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,11,9,9,12,NA,NA,NA,NA,0
"232","Berlin","Town","Worcester","Open town meeting","2866.0",1812,NA,2017,"25027","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,6,8,12,NA,NA,NA,NA,0
"233","Bernardston","Town","Franklin","Open town meeting","2129.0",1762,NA,2011,"25011","Massachusetts",8,11,7,6,10,6,11,6,12,9,5,3,14,6,7,8,8,10,6,NA,NA,NA,NA,0
"234","Bernardston","Town","Franklin","Open town meeting","2129.0",1762,NA,2010,"25011","Massachusetts",9,9,6,6,7,6,11,6,7,10,4,2,11,7,7,7,5,8,4,NA,NA,NA,NA,0
"235","Bernardston","Town","Franklin","Open town meeting","2129.0",1762,NA,2012,"25011","Massachusetts",9,10,8,6,7,5,11,6,10,10,6,3,14,6,10,9,6,9,6,NA,NA,NA,NA,0
"236","Bernardston","Town","Franklin","Open town meeting","2129.0",1762,NA,2013,"25011","Massachusetts",11,10,6,6,7,4,11,4,10,10,6,3,12,6,7,9,6,7,8,NA,NA,NA,NA,0
"237","Bernardston","Town","Franklin","Open town meeting","2129.0",1762,NA,2014,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,10,6,7,13,NA,NA,NA,NA,0
"238","Bernardston","Town","Franklin","Open town meeting","2129.0",1762,NA,2015,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,10,7,7,12,NA,NA,NA,NA,0
"239","Bernardston","Town","Franklin","Open town meeting","2129.0",1762,NA,2016,"25011","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,7,7,11,NA,NA,NA,NA,0
